,datePublished,ticker,title,description
80,2020-06-15T15:32:33Z,MSFT,Microsoft-owned GitHub is dropping coding terms like 'master' and 'slave' (MSFT),"<ul>
<li>GitHub, the world's largest site for hosting open-source software, is working to replace the terms ""master"" and ""slave"" in code, as the Black Lives Matter movement continues to have a widespread ripple effect.</li>
<li>In programming speak, ""master"" …"
81,2020-06-19T13:00:00Z,MSFT,Meet 13 former Microsoft employees who went on to build billion-dollar companies (MSFT),"<ul>
<li>Many entrepreneurs have passed through Microsoft in the company's 45-year history, including a handful who have managed to startup businesses that are worth $1 billion or more. </li>
<li>We rounded up 13 former employees that built unicorn companies,…"
82,2020-06-09T16:07:39Z,MSFT,More than 250 Microsoft employees signed a letter asking the company to end police department contracts (MSFT),"<ul>
<li>More than 250 Microsoft employees reportedly signed a letter asking the company to end its work with police departments, support reforms in Seattle including defunding the police department, and make internal reforms to help employees through the pro…"
83,2020-07-01T16:04:12Z,MSFT,"These are the best strategies to cut cloud computing costs during the pandemic, according to experts (MSFT, AMZN, GOOG)","<ul>
<li>Companies looking to save money in the current environment of economic uncertainty should take a closer look at their cloud computing spending, experts told Business Insider.</li>
<li>As much as 35 percent of cloud spending is wasted as companies pay…"
84,2020-06-13T13:20:00Z,MSFT,"Amazon, Google, Apple, and other device makers are all working with Internet of Things researchers on new ways to protect consumer privacy (GOOG, AAPL, AMZN, MSFT)","<ul>
<li>On Friday, Dartmouth University researchers announced a new five-year study to bring more privacy protection to the Internet of Things. </li>
<li>Big tech companies will advise researchers from seven universities on how security can be built into ""sm…"
85,2020-06-16T02:14:29Z,MSFT,"GoFundMe froze $350,000 in contributions after Black Lives Matter supporters mistakenly donated to a group with the same name but a vastly different mission (AAPL, GOOG, GOOGL, MSFT)","<ul>
<li>GoFundMe has frozen $350,000 in donations to a group called Black Lives Matter Foundation after BuzzFeed News informed them the group is unaffiliated with the BLM movement.</li>
<li>The foundation's founder told BuzzFeed News it has a different missi…"
86,2020-06-22T18:46:15Z,MSFT,"Microsoft is shutting down its Twitch competitor and partnering with Facebook going forward — even after spending millions on deals with top streamers like Ninja and Shroud (MSFT, FB)","<ul>
<li>Microsoft is shutting down its Twitch competitor, Mixer, and partnering with Facebook going forward.</li>
<li>""Starting on July 22, all Mixer sites and apps will redirect users to Facebook Gaming,"" the company said in a blog post on June 22. </li>
<l…"
87,2020-06-18T21:51:45Z,MSFT,"Microsoft took a subtle dig at Apple's controversial App Store rules as the iPhone maker is getting hit with 2 antitrust probes (MSFT, AAPL)","<ul>
<li>Microsoft's Brad Smith said it's time for regulators to have a ""more focused"" discussion about how app stores are governed and whether they violate antitrust rules.</li>
<li>When speaking with Politico, Smith said app stores have created ""higher wall…"
88,2020-06-04T13:00:00Z,MSFT,The exec behind Microsoft's flagship database software says it's surpassed longtime leader Oracle thanks to a 'laser' focus on customers and building tools 'you didn't need to be a rocket scientist' to use (MSFT),"<ul>
<li>Microsoft's flagship database software used to be a runner-up to Oracle, but has gained favor among iT buyers in recent years.</li>
<li> Rohan Kumar, the Microsoft executive in charge of SQL Server, said that's because the company made changes to the…"
89,2020-06-26T18:24:31Z,MSFT,Here’s what $10K invested at the height of the dot com boom would be worth today,"20 years have passed since the dot com crash. In the five years leading up to the new millennium, feverous markets thirsty for internet stocks drove the Nasdaq Composite stock index up 400% in just five years, growth that proved unsustainable after Y2K. Casua…"
90,2020-06-23T14:51:35Z,MSFT,Key Words: Tech-backed group blasts Trump’s order on work visas as ‘full-frontal attack on American innovation and our nation’s ability to benefit from attracting talent’,Business groups are reacting to the Trump administration’s order targeting work visas.
91,2020-06-11T21:12:54Z,MSFT,"This is the PlayStation 5, coming in holiday 2020 (MSFT)","<ul>
<li>The PlayStation 5 finally got its grand reveal on June 11.</li>
<li>The new console is primarily white — a departure from the long history of black PlayStation consoles.</li>
<li>Sony says the new console will arrive this holiday. The Japanese electr…"
92,2020-06-15T23:50:06Z,MSFT,Tim Cook and other tech CEOs praise Supreme Court ruling protecting LGBTQ workers,The CEOs of some of America’s biggest tech companies praised the U.S. Supreme Court’s ruling Monday protecting LGBTQ workers from job discrimination.
93,2020-06-11T16:39:40Z,MSFT,"In One Chart: Beware of these widely held stocks when the market crisis ‘gradually, then suddenly’ emerges, fund manager warns","“In the face of a breathtaking disconnect between Main Street and Wall Street, largely based on overconfidence in free money, my sense is that there remains a crisis ahead that will emerge ‘gradually and then suddenly,’"
94,2020-06-29T08:13:11Z,MSFT,"No, THIS is how much $10K worth of dot-com bubble stock is worth today","Last week, Hard Fork published an article: Here’s what $10,000 invested at the height of the dot-com bubble would be worth today. The idea was to build what would’ve been a typical stock portfolio in the lead up to Y2K and calculate its worth today, 20 years …"
95,2020-06-16T17:41:04Z,MSFT,"Microsoft employees would rather work from physical offices than work remotely, CEO Satya Nadella says (MSFT)","<ul>
<li>Microsoft employees would rather work from dedicated workspaces in physical offices with good network connectivity than work from home, CEO Satya Nadella said Tuesday at a conference for computer vision researchers. </li>
<li>Companies should always …"
96,2020-06-05T16:44:10Z,MSFT,Microsoft execs explain how they've taken everything they've learned from the pandemic and used it to accelerate cybersecurity innovation (MSFT),"<ul>
<li>The US fight against COVID-19 began just 20 miles from Microsoft's Redmond, Washington, headquarters. </li>
<li>No other US tech company grappled with the disease locally and in its core daily business quite the same way. </li>
<li>Microsoft leaned h…"
97,2020-06-18T20:47:29Z,MSFT,Morgan Stanley laid out its predictions for a post-pandemic world — and it expects Microsoft to win big (MSFT),"<ul>
<li>Morgan Stanley told investors that it expects 12 technology trends to emerge from the pandemic, including a faster shift to the public cloud and video conferencing.</li>
<li>Microsoft is mentioned as a beneficiary is six of the trends, more than any …"
98,2020-06-25T12:09:17Z,MSFT,The ‘work-from-home’ ETF is here. Get ready for some surprises.,"The fund’s holdings are a bit of a surprise, and one observer thinks it’s a winning proposition: darlings of the 2020 post-pandemic world and some standbys that look likely to make money in good times and bad."
99,2020-06-30T15:04:01Z,MSFT,"Preserving some drilling, Pelosi and climate panel push Congress to get nation to net-zero emissions by 2050","Democrats on the House Special Committee on Climate are pushing Congress to set a national goal of net-zero emissions by 2050. It’s an agenda, they argue, that is necessary to slow the man-made consequences of a warming planet and it’s largely in step with pr…"
100,2020-06-10T10:03:30Z,AAPL,AAPL Shares Hit New All-Time Closing High,"Apple shares climbed to an all-time high at the close of Nasdaq trading on Tuesday, rising $10.53, or 3.16 percent, and hitting $343.99 per share. Apple now has a market value of almost $1.491 trillion. 





Despite a bumpy start to the year, tech stocks hav…"
101,2020-06-05T00:14:43Z,AAPL,Apple will reportedly provide optional COVID-19 tests for employees as they return to work (AAPL),"<ul>
<li>Apple will offer optional COVID-19 tests for employees as they return to the office, Bloomberg reported Thursday.</li>
<li>The company will also require temperature checks and masks, limit the number of people in crowded spaces, and keep many of its …"
102,2020-06-17T16:50:50Z,AAPL,Apple hits record high as RBC upgrade says stock can climb 11% from current levels (AAPL),"<ul>
<li>RBC Capital Markets upgraded its Apple price target to $390 from $345 on Wednesday, an 11% jump from where shares currently trade. </li>
<li>Apple shares rose nearly 1% to a fresh all-time high of $355.37 on Tuesday. </li>
<li>On Tuesday, Citi also u…"
103,2020-06-19T17:28:36Z,AAPL,Apple is re-closing some US retail stores in states where coronavirus cases have spiked (AAPL),"<ul>
<li>Apple will re-close some stores in states such as Arizona, South Carolina, North Carolina, and Florida, the company said on Friday.</li>
<li>Such states have seen upward trends in COVID-19 cases, according to Johns Hopkins University.</li>
<li>Apple …"
104,2020-06-12T14:50:23Z,AAPL,Apparent boost in analyst optimism on AAPL is not quite what it seems …,"Over the past 24 hours, there’s been a big increase in the number of analysts predicting that the value of AAPL stock will rise, but this apparent boost in optimism on AAPL is not quite as it appears …
 more…
The post Apparent boost in analyst optimism on AAP…"
105,2020-06-05T13:44:55Z,AAPL,One of Apple's suppliers just dropped a big hint that the iPhone 12 will probably be delayed (AAPL),"<ul>
<li>Broadcom's CEO has hinted that Apple's iPhone 12 could launch later than expected.</li>
<li>CEO Hock Tan said the revenue boost it usually receives from the ""ramp of next-generation phone at our large North American mobile phone customer"" isn't expec…"
106,2020-06-10T16:05:22Z,AAPL,Apple stock growth makes it the first US company to reach $1.5 trillion market cap,AAPL shares have crossed another major milestone with the market cap hitting over $1.5 trillion during trading today. The growth makes it the first US company to reach the achievement. Just last week we saw AAPL pushing closer to the $1.5 trillion market cap …
107,2020-06-05T14:33:00Z,AAPL,AAPL all-time intraday record as stock hit $326.52 earlier today,"AAPL stock has set an all-time intraday record, reaching $326.52 a short time ago.
Intraday means the highest point a stock reaches at any point between opening and closing. Typically, this point is higher than either opening or closing prices…
 more…
The pos…"
108,2020-06-18T21:51:45Z,AAPL,"Microsoft took a subtle dig at Apple's controversial App Store rules as the iPhone maker is getting hit with 2 antitrust probes (MSFT, AAPL)","<ul>
<li>Microsoft's Brad Smith said it's time for regulators to have a ""more focused"" discussion about how app stores are governed and whether they violate antitrust rules.</li>
<li>When speaking with Politico, Smith said app stores have created ""higher wall…"
109,2020-06-04T13:52:57Z,AAPL,Tim Cook published an open letter on racism after he was called out for not speaking up publicly amid protests over George Floyd's death (AAPL),"<ul>
<li>Apple CEO Tim Cook has published an open letter on racism after facing criticism for not speaking up publicly on the death of George Floyd. </li>
<li>In the letter, Cook describes a history of ""deeply rooted discrimination"" in America and says we mus…"
110,2020-06-22T22:31:13Z,AAPL,Not every Apple Watch will be able to track your sleep — here are the models that Apple just announced will get the new features in the fall (AAPL),"<ul>
<li>One of the biggest new features coming to the Apple Watch this fall is sleep-tracking, a capability that rivals like Fitbit had offered for years.</li>
<li>But the new software update will only be available for the Apple Watch Series 3, Series 4, and…"
111,2020-06-02T23:28:37Z,AAPL,A billionaire tech investor is calling out Apple CEO Tim Cook for not speaking up publicly about the company's values amid protests over George Floyd's death (AAPL),"<ul>
<li>Tech billionaire Vinod Khosla is urging Apple CEO Tim Cook to speak publicly about the company's values in light of the ongoing George Floyd protests.</li>
<li>Cook sent an internal memo to staff, which Bloomberg published in full.</li>
<li>But Khosl…"
112,2020-06-13T13:20:00Z,AAPL,"Amazon, Google, Apple, and other device makers are all working with Internet of Things researchers on new ways to protect consumer privacy (GOOG, AAPL, AMZN, MSFT)","<ul>
<li>On Friday, Dartmouth University researchers announced a new five-year study to bring more privacy protection to the Internet of Things. </li>
<li>Big tech companies will advise researchers from seven universities on how security can be built into ""sm…"
113,2020-06-16T02:14:29Z,AAPL,"GoFundMe froze $350,000 in contributions after Black Lives Matter supporters mistakenly donated to a group with the same name but a vastly different mission (AAPL, GOOG, GOOGL, MSFT)","<ul>
<li>GoFundMe has frozen $350,000 in donations to a group called Black Lives Matter Foundation after BuzzFeed News informed them the group is unaffiliated with the BLM movement.</li>
<li>The foundation's founder told BuzzFeed News it has a different missi…"
114,2020-06-22T18:38:56Z,AAPL,"Apple is letting you add a face mask to your Memoji with iOS 14, a timely addition during the coronavirus pandemic (AAPL)","<ul>
<li>On Monday, Apple kicked off WWDC, its annual developer conference, where it debuted its next major iPhone update: iOS 14.</li>
<li>With iOS 14, you'll be able to add some more customizations to your Memoji, the personalized emoji of your face. You'll…"
115,2020-06-25T14:08:18Z,AAPL,"Wedbush raises AAPL price target to $425, predicts Apple to hit $2 trillion market cap",Investment bank Wedbush has raised its AAPL price target to $425 and claims that Apple could hit a $2 trillion price valuation in 2021.
116,2020-06-23T17:06:45Z,AAPL,"UBS raises AAPL target to $400 on June performance, fall iPhone launch",Better-than-expected Apple June quarter performance and a broader coronavirus recovery have led investment bank UBS to raise their AAPL price target to $400.
117,2020-06-10T11:06:47Z,AAPL,"AAPL is over-valued now, argues long-term investor, even if future is brighter","We heard an analyst yesterday argue that Apple is under-valued given its longer-term prospects, but one long-term investor and portfolio manager believes that AAPL is over-valued right now.
Evercore ISI analyst Amit Daryanani yesterday suggested that investor…"
118,2020-06-22T14:19:39Z,AAPL,"5G iPhone cycle, ARM transition lead Cowen to raise AAPL target to $400","Investment bank Cowen is raising its AAPL price target to $400 based on new iPhone shipment forecasts, revised multiples and the impact of ARM Macs to Apple's bottom line."
119,2020-06-10T20:01:09Z,AAPL,Apple becomes first U.S. company to hit $1.5 trillion market valuation,"Apple on Wednesday became the first publicly traded U.S. company to hit a $1.5 trillion market capitalization, with shares of AAPL trading at $352.84 by the end of the day."
120,2020-07-01T16:04:12Z,AMZN,"These are the best strategies to cut cloud computing costs during the pandemic, according to experts (MSFT, AMZN, GOOG)","<ul>
<li>Companies looking to save money in the current environment of economic uncertainty should take a closer look at their cloud computing spending, experts told Business Insider.</li>
<li>As much as 35 percent of cloud spending is wasted as companies pay…"
121,2020-06-25T20:10:11Z,AMZN,Walmart gets backlash over 'All Lives Matter' and 'Irish Lives Matter' T-shirts,"Walmart is facing the heat for selling T-shirts that feature variations of the ""Black Lives Matter"" slogan, including ""All Lives Matter,"" ""Blue Lives Matter,"" ""Irish Lives Matter"" and ""Homeless Lives Matter."""
122,2020-06-10T22:12:17Z,AMZN,Amazon just announced that it's going to suspend police use of its controversial facial recognition technology for one year (AMZN),"<ul>
<li>On Wednesday, Amazon announced it would suspend police use of its controversial facial recognition technology Rekognition for one year.</li>
<li>Amazon last week put out a statement against police brutality and systemic racism, but advocates pointed …"
123,2020-06-08T23:33:00Z,AMZN,"Amazon filed a noncompete lawsuit against another cloud VP after he took a job at Google Cloud (AMZN, GOOG)","<ul>
<li>Amazon filed a noncompete lawsuit in May against Brian Hall, a former cloud marketing vice president who took a similar job at Google Cloud.</li>
<li>The company argues Hall's move places its confidential information at risk.</li>
<li>Hall, the forme…"
124,2020-06-13T13:20:00Z,AMZN,"Amazon, Google, Apple, and other device makers are all working with Internet of Things researchers on new ways to protect consumer privacy (GOOG, AAPL, AMZN, MSFT)","<ul>
<li>On Friday, Dartmouth University researchers announced a new five-year study to bring more privacy protection to the Internet of Things. </li>
<li>Big tech companies will advise researchers from seven universities on how security can be built into ""sm…"
125,2020-06-23T01:28:07Z,AMZN,"Amazon, Google, Twitter, and other tech companies are speaking out against Trump's freeze on immigrant work visas (AMZN, TWTR, GOOG, GOOGL)","<ul>
<li>Amazon, Google, Twitter, and other major tech companies are criticizing Trump's move to halt certain immigration visas.</li>
<li>The companies said it will make American firms less competitive and less diverse.</li>
<li>In an order Monday, Trump exte…"
126,2020-07-02T17:08:08Z,AMZN,Leaked emails show Amazon is delaying Prime Day again to October as concerns grow that a new COVID-19 demand spike may hit supply chains (AMZN),"<ul>
<li>Amazon is postponing its annual Prime Day shopping event to October, the third delay this year.</li>
<li>In one email sent to third-party sellers, Amazon gave a ""placeholder"" date in the week of October 5, and in another email said this date change w…"
127,2020-06-10T17:53:53Z,AMZN,These charts show how COVID-19 is helping smaller consumer brands steal share on Amazon after their giant competitors ran out of stock (AMZN),"<ul>
<li>Newer challenger brands on Amazon are showing up more often on Amazon's first-page search results after legacy brands ran out of stock during COVID-19, according to a new report by e-commerce research firm Profitero.</li>
<li>For example, the four la…"
128,2020-06-06T01:16:33Z,AMZN,Jeff Bezos responded to an 'offended' customer who wants Amazon to say All Lives Matter instead of Black Lives Matter: 'My stance won't change' (AMZN),"<ul>
<li>Amazon CEO Jeff Bezos shared an email exchange he had with a customer upset about the Black Lives Matter banner on Amazon's website.</li>
<li>Bezos wrote that the Black Lives Matter movement ""doesn't mean other lives don't matter.""</li>
<li>""I want y…"
129,2020-06-17T19:51:53Z,AMZN,"Amazon's new partnership with Slack is a 'testing ground' to get 'under the hood' and see whether it's a good fit for an acquisition, analyst says (AMZN, WORK)","<ul>
<li>Amazon's market-leading cloud business Amazon Web Services just announced a big partnership with business communications company Slack.</li>
<li>Even before to the partnership, analysts suggested Amazon could buy a company like Slack or Zoom to repla…"
130,2020-07-01T16:28:50Z,AMZN,Amazon's lawsuit against a former exec is shining a spotlight on its use of noncompete agreements — a practice that critics say is unfair and will scare away talent (AMZN),"<ul>
<li>Amazon makes new corporate employees sign a noncompete agreement saying they won't work for competitors for 18 months after they leave the company.</li>
<li>The agreements are controversial: Critics charge that with Amazon involved in everything from…"
131,2020-06-08T10:00:43Z,AMZN,Your Trading Competition,"John Roque of Wolfe Research shared an email excerpt, which I found so intriguing I am reproducing below: “We also emailed a few times with a market contact who shared an exchange he had with his son. He gave permission for us to share it here. My middle son,…"
132,2020-06-23T15:35:13Z,AMZN,"Amazon unveils a Climate Pledge Fund, which will invest an initial $2B in startups building sustainable technologies (Dana Mattioli/Wall Street Journal)","Dana Mattioli / Wall Street Journal:
Amazon unveils a Climate Pledge Fund, which will invest an initial $2B in startups building sustainable technologies  —  Tech giant plans to invest in transportation, energy, food and other industries  —  Amazon.  AMZN 2.3…"
133,2020-06-11T11:31:32Z,AMZN,The Wall Street Journal: Amazon to face antitrust charges from EU over third-party seller treatment,"The European Union plans to file formal antitrust charges against Amazon.com Inc. over the e-commerce company’s treatment of third-party sellers, according to people familiar with the matter."
134,2020-06-12T15:00:00Z,AMZN,On-Demand Warehouse Startup STORD Acquires Cove Logistics As Supply Chains Bounce Back From Pandemic Disruption,"As parts of the country began to shut down in mid-March, 22-year-old Sean Henry was finalizing his company’s first acquisition."
135,2020-06-24T17:43:06Z,AMZN,"The Tell: Here are the factors, and the stocks, that will help you play the COVID-19 market","Investors should select companies based on long-term sales growth, expected price momentum, cash position growth, and free cash flow/enterprise value, according to an analysis out Wednesday."
136,2020-06-11T16:39:40Z,AMZN,"In One Chart: Beware of these widely held stocks when the market crisis ‘gradually, then suddenly’ emerges, fund manager warns","“In the face of a breathtaking disconnect between Main Street and Wall Street, largely based on overconfidence in free money, my sense is that there remains a crisis ahead that will emerge ‘gradually and then suddenly,’"
137,2020-06-23T21:21:38Z,AMZN,What's Worth Streaming: Here’s what’s coming to Amazon Prime Video in July 2020,"Highlights include Season 2 of ‘Hanna,’ Dave Bautista’s ‘My Spy,’  and Rosamund Pike as Marie Curie"
138,2020-06-16T13:28:09Z,AMZN,Robinhood traders could learn from this growth-stock investor who’s beaten indexes by a wide margin for years,Don’t let beginner’s luck fool you into making a painful mistake. John Malooly of Wasatch Ultra Growth explains how to pick winners and prevent your portfolio from blowing up.
139,2020-06-17T16:24:28Z,AMZN,The English Premier League returns tonight with first of 92 games in just 40 days — but it’s going to look different,The English Premier League returns on Wednesday after more than three months with the first of 92 games in just 40 days.
140,2020-06-12T20:15:00Z,GS,How to Build a DIY Sound Cannon Shield,"In recent weeks, police departments across the country have used so-called “sound cannons” to control and disperse crowds of protestors. Officially known as Long Range Acoustic Devices, or LRADs, these speakers are essentially sound-based weapons that allow l…"
141,2020-06-25T20:10:26Z,GS,"Bank stocks surge after regulators ease financial crisis-era Volcker Rule (JPM, GS, BAC, C, WFC)","Xinhua/Wang Ying/ Getty Images
<ul>
<li>Bank stocks surged on Thursday after financial regulators announced they would ease the financial crisis-era Volcker Rule.</li>
<li>The Volcker Rule generally prohibited banks from engaging in proprietary trading and fr…"
142,2020-06-17T18:43:10Z,GS,Accent expert critiques American actors' British acccents,"Accent expert Amy Walker evaluates British accents by American actors in Maleficent, Ocean's Thirteen, The Iron Lady, Mrs. Doubtfire, Bridget Jones' Baby, The Parent Trap, Shakespeare in Love, and Imagine Me & You.
Image: YouTube Read the rest"
143,2020-06-22T15:11:35Z,GS,'The Last of Us Part II' is finally out — celebrate the launch with some exclusive merch,"The Last of Us Part II is finally out, and those who have been waiting patiently for seven years since the game's predecessor can breathe a sigh of relief knowing they can get their hands on it after all this time. 
While the game release is a big enough deal…"
144,2020-06-12T08:56:22Z,GS,SpaceX’s ninth Starlink launch gets a boost from first all-women weather crew - Teslarati,"<ol><li>SpaceX’s ninth Starlink launch gets a boost from first all-women weather crew  Teslarati
</li><li>Dramatic SpaceX video shows what happens when a rocket's nose cone pops off  Space.com
</li><li>SpaceX is launching 3 batches of Starlink internet sate…"
145,2020-06-26T17:37:00Z,GS,U.S./Canadian oil & gas rig count falls to record low again-Baker Hughes - Reuters,U.S. and Canadian energy firms cut the number of oil and natural gas rigs operating to a record low again this week even as higher oil prices prompt some producers to start drilling again.
